country,disease,transmission,advice,source_url
Belize,Chagas disease (American Trypanosomiasis),"Accidentally rub feces (poop) of the triatomine bug into the bug bite, other breaks in the skin, your eyes, or mouth From pregnant woman to her baby, contaminated blood products (transfusions), or contaminated food or drink.",Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Belize,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Belize,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Belize,Zika,Mosquito bite An infected pregnant woman can spread it to her unborn baby,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Belize,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Belize,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/belize
Benin,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Melioidosis,"Contact with contaminated fresh water, mud, or soil, especially after heavy rains Drinking contaminated water Breathing in contaminated dust or water droplets, especially during severe weather","Avoid floodwater and contact with soil or muddy water, particularly after heavy rains Bandage open wounds, cuts, or burns to protect them from coming into contact with soil or water",https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Schistosomiasis,"Wading, swimming, bathing, or washing in contaminated freshwater streams, rivers, ponds, lakes, or untreated pools.",Avoid contaminated water,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,African Tick-Bite Fever,Tick bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Crimean-Congo Hemorrhagic fever,Tick bite Touching the body fluids of a person or animal infected with CCHF,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Lassa Fever,Breathe in air or eat food contaminated with the urine or droppings of infected rats Touch the body fluids of a person infected with Lassa virus or objects contaminated with infected body fluids,Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Benin,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/benin
Bermuda,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bermuda
Bermuda,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bermuda
Bermuda,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bermuda
Bhutan,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bhutan
Bhutan,Melioidosis,"Contact with contaminated fresh water, mud, or soil, especially after heavy rains Drinking contaminated water Breathing in contaminated dust or water droplets, especially during severe weather","Avoid floodwater and contact with soil or muddy water, particularly after heavy rains Bandage open wounds, cuts, or burns to protect them from coming into contact with soil or water",https://wwwnc.cdc.gov/travel/destinations/traveler/none/bhutan
Bhutan,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bhutan
Bhutan,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bhutan
Bhutan,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bhutan
Bolivia,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Chagas disease (American Trypanosomiasis),"Accidentally rub feces (poop) of the triatomine bug into the bug bite, other breaks in the skin, your eyes, or mouth From pregnant woman to her baby, contaminated blood products (transfusions), or contaminated food or drink.",Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,New World Screwworm Myiasis,"Fly lays eggs on open wound or mucous membranes (e.g., mouth, nasal passages)","Avoid bug bites Clean and cover wounds Sleep in a room with screened windows, or under a bed net, or inside a screened tent Avoid spending time around livestock",https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Zika,Mosquito bite An infected pregnant woman can spread it to her unborn baby,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bolivia,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bolivia
Bonaire,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bonaire
Bonaire,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bonaire
Bonaire,Zika,Mosquito bite An infected pregnant woman can spread it to her unborn baby,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bonaire
Bonaire,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bonaire
Bonaire,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bonaire
Bosnia and Herzegovina,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bosnia-and-herzegovina
Bosnia and Herzegovina,Crimean-Congo Hemorrhagic fever,Tick bite Touching the body fluids of a person or animal infected with CCHF,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bosnia-and-herzegovina
Bosnia and Herzegovina,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bosnia-and-herzegovina
Bosnia and Herzegovina,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bosnia-and-herzegovina
Bosnia and Herzegovina,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/bosnia-and-herzegovina
Botswana,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/botswana
