country,category,item
Laos,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Laos,Prescription medicines,Altitude sickness medicine
Laos,Prescription medicines,Medicine to prevent malaria
Laos,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Laos,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Laos,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Laos,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Laos,Medical supplies,Diabetes testing supplies
Laos,Medical supplies,Insulin
Laos,Medical supplies,Inhalers
Laos,Medical supplies,Epinephrine auto-injectors (EpiPens)
Laos,Medical supplies,Medical alert bracelet or necklace
Laos,Over-the-counter medicines,Antacid
Laos,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Laos,Over-the-counter medicines,Antihistamine
Laos,Over-the-counter medicines,Motion sickness medicine
Laos,Over-the-counter medicines,Cough drops
Laos,Over-the-counter medicines,Cough suppression/expectorant
Laos,Over-the-counter medicines,Decongestant
Laos,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Laos,Over-the-counter medicines,Mild laxative
Laos,Over-the-counter medicines,Mild sedative or other sleep aid
Laos,Over-the-counter medicines,Saline nose spray
Laos,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Laos,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Laos,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Laos,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Laos,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Laos,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Laos,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Laos,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Laos,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Laos,Supplies to prevent illness or injury,Earplugs
Laos,Supplies to prevent illness or injury,Latex condoms
Laos,First-aid kit,1% hydrocortisone cream
Laos,First-aid kit,Antifungal ointments
Laos,First-aid kit,Antibacterial ointments
Laos,First-aid kit,Antiseptic wound cleanser
Laos,First-aid kit,Aloe gel For sunburns
Laos,First-aid kit,Insect bite treatment Anti-itch gel or cream
Laos,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Laos,First-aid kit,Moleskin or molefoam for blisters
Laos,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Laos,First-aid kit,Disposable gloves
Laos,First-aid kit,Digital thermometer
Laos,First-aid kit,Scissors and safety pins
Laos,First-aid kit,Cotton swabs (Q-Tips)
Laos,First-aid kit,Tweezers
Laos,First-aid kit,Eye drops
Laos,First-aid kit,Oral rehydration salts
Laos,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Laos,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Laos,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Laos,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Laos,Documents,Family member or close contact remaining in the United States
Laos,Documents,Health care provider(s) at home
Laos,Documents,Lodging at your destination
Laos,Documents,Hospitals or clinics (including emergency services) in your destination
Laos,Documents,US embassy or consulate in the destination country or countries
Latvia,Prescription medicines,Your prescriptions
Latvia,Prescription medicines,Travelers' diarrhea antibiotic
Latvia,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Latvia,Prescription medicines,Altitude sickness medicine
Latvia,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Latvia,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Latvia,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Latvia,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Latvia,Medical supplies,Diabetes testing supplies
Latvia,Medical supplies,Insulin
Latvia,Medical supplies,Inhalers
Latvia,Medical supplies,Epinephrine auto-injectors (EpiPens)
Latvia,Medical supplies,Medical alert bracelet or necklace
Latvia,Over-the-counter medicines,Antacid
Latvia,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Latvia,Over-the-counter medicines,Antihistamine
Latvia,Over-the-counter medicines,Motion sickness medicine
Latvia,Over-the-counter medicines,Cough drops
Latvia,Over-the-counter medicines,Cough suppression/expectorant
Latvia,Over-the-counter medicines,Decongestant
Latvia,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Latvia,Over-the-counter medicines,Mild laxative
Latvia,Over-the-counter medicines,Mild sedative or other sleep aid
Latvia,Over-the-counter medicines,Saline nose spray
Latvia,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Latvia,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Latvia,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Latvia,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Latvia,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Latvia,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Latvia,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Latvia,Supplies to prevent illness or injury,Earplugs
Latvia,Supplies to prevent illness or injury,Latex condoms
Latvia,First-aid kit,1% hydrocortisone cream
Latvia,First-aid kit,Antifungal ointments
Latvia,First-aid kit,Antibacterial ointments
Latvia,First-aid kit,Antiseptic wound cleanser
Latvia,First-aid kit,Aloe gel For sunburns
Latvia,First-aid kit,Insect bite treatment Anti-itch gel or cream
Latvia,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Latvia,First-aid kit,Moleskin or molefoam for blisters
Latvia,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Latvia,First-aid kit,Disposable gloves
Latvia,First-aid kit,Digital thermometer
Latvia,First-aid kit,Scissors and safety pins
Latvia,First-aid kit,Cotton swabs (Q-Tips)
Latvia,First-aid kit,Tweezers
Latvia,First-aid kit,Eye drops
Latvia,First-aid kit,Oral rehydration salts
Latvia,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Latvia,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Latvia,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Latvia,Documents,Family member or close contact remaining in the United States
Latvia,Documents,Health care provider(s) at home
Latvia,Documents,Lodging at your destination
Latvia,Documents,Hospitals or clinics (including emergency services) in your destination
Latvia,Documents,US embassy or consulate in the destination country or countries
Lebanon,Prescription medicines,Your prescriptions
Lebanon,Prescription medicines,Travelers' diarrhea antibiotic
Lebanon,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Lebanon,Prescription medicines,Altitude sickness medicine
Lebanon,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Lebanon,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Lebanon,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Lebanon,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Lebanon,Medical supplies,Diabetes testing supplies
Lebanon,Medical supplies,Insulin
Lebanon,Medical supplies,Inhalers
Lebanon,Medical supplies,Epinephrine auto-injectors (EpiPens)
Lebanon,Medical supplies,Medical alert bracelet or necklace
Lebanon,Over-the-counter medicines,Antacid
Lebanon,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Lebanon,Over-the-counter medicines,Antihistamine
Lebanon,Over-the-counter medicines,Motion sickness medicine
Lebanon,Over-the-counter medicines,Cough drops
Lebanon,Over-the-counter medicines,Cough suppression/expectorant
Lebanon,Over-the-counter medicines,Decongestant
Lebanon,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Lebanon,Over-the-counter medicines,Mild laxative
Lebanon,Over-the-counter medicines,Mild sedative or other sleep aid
Lebanon,Over-the-counter medicines,Saline nose spray
Lebanon,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Lebanon,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Lebanon,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Lebanon,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Lebanon,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Lebanon,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
